Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Áo Phông Nam ZETIS Basic Cotton Co Giãn Thoáng Mát Form Suông Trẻ Trung ZT-CB99,Áo thun,ZETIS,"{""Danh Mục"":""Áo thun cơ bản"",""Thương hiệu"":""ZETIS"",""Chất liệu"":""Cotton pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Tối giản"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn tốt, thoáng mát"",""Hoàn cảnh"":""Mặc lót, Cafe cùng bạn bè"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Form suông""}",null,150.000 đ
Áo thun nam cơ bản OWEN ngắn tay dáng ôm slimfit thanh lịch mặc lót mặc nhà vải mềm nịnh da,Áo thun,OWEN,"{""Danh Mục"":""Áo thun cơ bản"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Premium Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Gọn gàng"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mịn, kháng khuẩn"",""Hoàn cảnh"":""Mặc lót trong áo sơ mi, Mặc nhà"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tim"",""Kiểu áo thun"":""Slimfit""}",null,250.000 đ
Áo Phông DIRTYCOINS Essential Logo Tee Streetwear Unisex Vải Dày Dặn DC-BS02,Áo thun,DIRTYCOINS,"{""Danh Mục"":""Áo thun cơ bản"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Cotton định lượng cao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Unisex, Bụi bặm"",""Mẫu"":""Trơn in Logo Essential"",""Mùa"":""Bốn mùa"",""Tính năng"":""Dày dặn, giữ form cực tốt"",""Hoàn cảnh"":""Sự kiện âm nhạc, Chụp hình OOTD"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bo gân"",""Kiểu áo thun"":""Boxy Fit""}",null,350.000 đ
Áo polo nam cao cấp BASIC DIAMOND POLO vải CVC Diamond sang trọng,Áo thun ,POLOMANOR,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Vải CVC Diamond (Cotton phối)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Thanh lịch"",""Mẫu"":""Trơn / Hiệu ứng dệt kim cương"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thoáng khí, Thấm hút tốt, Giữ form, Chống nhăn"",""Hoàn cảnh"":""Đi làm, Đi chơi, Đi tiệc, Chúc Tết"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ (Cổ Polo)"",""Kiểu nút"":""Nút cài"",""Kiểu áo thun"":""Regular fit""}",https://shopee.vn/-T%E1%BA%BET-2026-%C3%81o-polo-nam-cao-c%E1%BA%A5p-BASIC-DIAMOND-POLO-QU%E1%BB%90C-D%C3%82N-v%E1%BA%A3i-CVC-Diamond-sang-tr%E1%BB%8Dng-POLOMANOR-i.225909574.18331441855?extraParams=%7B%22display_model_id%22%3A148971085987%2C%22model_selection_logic%22%3A3%7D,285.000đ
Áo polo nam TRAVIS vải Cotton CVC Diamond cao cấp thanh lịch,Áo thun ,POLOMANOR,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Vải Cotton CVC Diamond"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Sang trọng"",""Mẫu"":""Trơn / Hiệu ứng dệt kim cương"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thoáng khí, Thấm hút tốt, Chống nhăn, Giữ form"",""Hoàn cảnh"":""Đi làm, Sự kiện, Đi chơi, Đi tiệc"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ (Cổ Polo)"",""Kiểu nút"":""Nút cài"",""Kiểu áo thun"":""Regular fit""}",https://shopee.vn/%C3%81o-polo-nam-TRAVIS-v%E1%BA%A3i-Cotton-CVC-Diamond-cao-c%E1%BA%A5p-nam-t%C3%ADnh-thanh-l%E1%BB%8Bch-sang-tr%E1%BB%8Dng-POLOMANOR-i.225909574.22475069952?extraParams=%7B%22display_model_id%22%3A235459541932%2C%22model_selection_logic%22%3A3%7D,400.000đ
Áo polo nam VIGO cổ V tinh tế vải Cá Sấu Cotton JBAGY JP0102,Áo thun ,JBAGY,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Vải Cá Sấu Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Hiện đại"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, Thấm hút tốt, Co giãn"",""Hoàn cảnh"":""Hằng ngày, Đi làm, Dạo phố"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ V, Cổ bẻ"",""Kiểu áo thun"":""Regular fit""}",https://shopee.vn/product/259681663/14082938402,178.000 đ
Áo thun polo nam có cổ cao cấp vải CVC 2025 form đẹp lịch lãm AV AVANCO,Áo thun ,AVANCOMAN,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Vải CVC"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Hiện đại"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng mát, Thấm hút tốt, Giữ form tốt"",""Hoàn cảnh"":""Đi làm, Dạo phố, Sự kiện"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ / Cổ polo"",""Kiểu áo thun"":""Slim fit""}",https://shopee.vn/%C3%81o-thun-polo-nam-c%C3%B3-c%E1%BB%95-%C4%91%E1%BA%B9p-cao-c%E1%BA%A5p-v%E1%BA%A3i-CVC-2025-form-%C4%91%E1%BA%B9p-l%E1%BB%8Bch-l%C3%A3m-tho%C3%A1ng-m%C3%A1t-m%E1%BA%ABu-m%E1%BB%9Bi-AV-AVANCO-i.198069764.6034591704?extraParams=%7B%22display_model_id%22%3A96712722006%2C%22model_selection_logic%22%3A3%7D,129.000 đ
"Áo Polo Dệt Kim Knit Cao Cấp SUKIYA Chất Sợi Cotton Mềm Mát, Thấm Hút Mồ Hôi Kiểu Dáng Thanh Lịch AL108",Áo thun ,SUKIYA,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Sợi Cotton dệt kim (Knit)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Hàn Quốc, Công sở"",""Mẫu"":""Trơn / Dệt kim"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Thấm hút mồ hôi, Mềm mát, Co giãn tốt, Đứng form"",""Hoàn cảnh"":""Đi làm, Đi chơi, Hẹn hò, Hằng ngày"",""Chiều dài tay áo"":""Tay ngắn"",""Kiểu cổ áo"":""Cổ Polo""}",https://shopee.vn/product/38038824/27081531645?seoName=%C3%81o%20Polo%20D%E1%BB%87t%20Kim%20Knit%20Cao%20C%E1%BA%A5p%20SUKIYA%20Ch%E1%BA%A5t%20S%E1%BB%A3i%20Cotton%20M%E1%BB%81m%20M%C3%A1t%2C%20Th%E1%BA%A5m%20H%C3%BAt%20M%E1%BB%93%20H%C3%B4i%20Ki%E1%BB%83u%20D%C3%A1ng%20Thanh%20L%E1%BB%8Bch%20AL108,267.000đ
Áo Polo Nam TORANO thoáng khí thoải mái vải cotton trơn BASIC Nam Tính Sang Trọng Thanh Lịch ESTP038,Áo thun,TORANO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""TORANO"",""Chất liệu"":""Cotton thoáng khí"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Sang trọng, Nam tính"",""Mẫu"":""Trơn (Basic)"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Thoáng khí, Thấm hút mồ hôi, Co giãn tốt, Bền màu"",""Hoàn cảnh"":""Đi làm, Công sở, Đi chơi, Dạo phố, Cafe"",""Chiều dài tay áo"":""Tay ngắn"",""Kiểu cổ áo"":""Cổ bẻ (Polo neck)"",""Kiểu nút"":""2-3 cúc cài cổ""}",https://shopee.vn/%C3%81o-Polo-Nam-TORANO-tho%C3%A1ng-kh%C3%AD-tho%E1%BA%A3i-m%C3%A1i-v%E1%BA%A3i-cotton-tr%C6%A1n-BASIC-Nam-T%C3%ADnh-Sang-Tr%E1%BB%8Dng-Thanh-L%E1%BB%8Bch-ESTP038-i.835435.6796462253?extraParams=%7B%22display_model_id%22%3A29294682029%2C%22model_selection_logic%22%3A3%7D&sp_atk=9706e66a-a158-44f5-bead-f132aa6c9ff5&xptdk=9706e66a-a158-44f5-bead-f132aa6c9ff5,219.000đ
Áo Thun Polo Nam GUZADO Thể Thao Vải Mát Cổ Bẻ Kháng Khuẩn Thoáng Khí GZ101,Áo thun,GUZADO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Poly Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Làm mát, kháng khuẩn, nhanh khô"",""Hoàn cảnh"":""Đánh Golf, Quần vợt, Mặc hàng ngày"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit""}",null,189.000 đ
Áo thun polo nam GUZADO vải cá sấu dệt kim cao cấp trơn basic dáng ôm vừa thanh lịch mặc đi làm công sở,Áo thun,GUZADO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Cotton cá sấu (Pique)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Thanh lịch"",""Mẫu"":""Trơn dệt kim"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, không xù lông"",""Hoàn cảnh"":""Đi làm, Gặp đối tác, Sự kiện"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Slim Fit""}",null,210.000 đ
Áo Polo Nam TORANO Phối Viền Kẻ Smart Casual Pique Polo Shirt Form Regular Fit T050,Áo thun,TORANO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""TORANO"",""Chất liệu"":""Cá sấu Cotton 100%"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Smart Casual"",""Mẫu"":""Phối viền cổ và tay"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mịn, thấm hút tốt"",""Hoàn cảnh"":""Đi dạo, Đi làm, Hẹn hò"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit""}",null,250.000 đ
Áo Thun Polo Nam TORANO Họa Tiết Kẻ Ngang Chất Liệu Cotton Mềm Mịn Chống Nhăn TRN22,Áo thun,TORANO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""TORANO"",""Chất liệu"":""Cotton pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Hiện đại"",""Mẫu"":""Kẻ ngang"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống nhăn, co giãn 4 chiều"",""Hoàn cảnh"":""Đi chơi, Du lịch"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit""}",null,240.000 đ
Áo polo nam POLOMAN chất cotton gai thoáng mát cổ bẻ phối màu trẻ trung form suông thoải mái đi chơi dạo phố,Áo thun,POLOMAN,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""POLOMAN"",""Chất liệu"":""Cotton gai"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Đường phố, Casual"",""Mẫu"":""Phối màu (Color block)"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, bền màu"",""Hoàn cảnh"":""Dạo phố, Cafe cùng bạn bè"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Form suông""}",null,199.000 đ
Áo Thun Polo Nam POLOMAN Khóa Kéo Zip-up Polo Shirt Premium Quality Streetstyle Unisex PLM09,Áo thun,POLOMAN,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""POLOMAN"",""Chất liệu"":""Len dệt kim cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist, Unisex"",""Mẫu"":""Trơn khóa kéo zip"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ ấm nhẹ, thời thượng"",""Hoàn cảnh"":""Tiệc nhẹ, Sự kiện thời trang"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ có khóa kéo"",""Kiểu áo thun"":""Oversize""}",null,280.000 đ
Áo Thun Polo Nam ARISTINO Sợi Tre Bamboo Kháng Khuẩn Sang Trọng Form Mặc Tôn Dáng APS01,Áo thun,ARISTINO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Sợi tre Bamboo"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Đẳng cấp"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Khử mùi, chống tia UV, siêu mát"",""Hoàn cảnh"":""Công sở cao cấp, Gặp khách hàng vip"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ cứng cáp"",""Kiểu áo thun"":""Slim Fit""}",null,450.000 đ
Áo thun polo nam ARISTINO trung niên vải mát thấm hút mồ hôi họa tiết in chìm sang trọng lịch lãm dự tiệc,Áo thun,ARISTINO,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""ARISTINO"",""Chất liệu"":""Cotton lụa"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Trung niên"",""Mẫu"":""Họa tiết in chìm tinh tế"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mại, chống nhăn hiệu quả"",""Hoàn cảnh"":""Dự tiệc, Sự kiện quan trọng"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit"",""Rất lớn"":""Có (Đến 3XL)""}",null,420.000 đ
Áo Phông Có Cổ OWEN Basic Plain Polo Cổ Bẻ Tối Giản Vải Lạnh Smart Wear OW88,Áo thun,OWEN,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Vải thun lạnh (Coolmax)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Tối giản, Tiện ích"",""Mẫu"":""Trơn Basic"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoát nhiệt, nhanh khô, siêu nhẹ"",""Hoàn cảnh"":""Đi làm, Mặc hàng ngày"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit""}",null,380.000 đ
Áo Thun Polo Nam OWEN Thể Thao Thoát Nhiệt Vải Poly Spandex Phối Lưới Trẻ Trung OWP99,Áo thun,OWEN,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Poly Spandex phối lưới"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Phối dải lưới thoát khí"",""Mùa"":""Mùa hè"",""Tính năng"":""Co giãn tối đa, thoát mồ hôi cực tốt"",""Hoàn cảnh"":""Đánh cầu lông, Tennis, Chạy bộ"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Athletic Fit""}",null,350.000 đ
Áo thun polo nam Routine cổ bẻ vải cotton cá sấu thoáng mát thấm hút mồ hôi form vừa vặn mặc đi làm đi chơi,Áo thun,Routine,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""Routine"",""Chất liệu"":""Cotton cá sấu (Pique)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Thường ngày"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, thấm hút mồ hôi"",""Hoàn cảnh"":""Đi làm, Dạo phố"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Regular Fit""}",null,280.000 đ
Áo Thun Polo Nam Routine Phối Viền Cổ Trẻ Trung Vải Spandex Co Giãn RT-PL02,Áo thun,Routine,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""Routine"",""Chất liệu"":""Cotton pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Hiện đại"",""Mẫu"":""Phối viền cổ và tay"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn tốt, giữ form"",""Hoàn cảnh"":""Hẹn hò, Cafe"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ"",""Kiểu áo thun"":""Slimfit""}",null,250.000 đ
Áo Polo Adidas Club Tennis Polo Shirt Thể Thao Năng Động Form Chuẩn AD-PL01,Áo thun,Adidas,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Polyester tái chế (AEROREADY)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn in logo ngực trái"",""Mùa"":""Mùa hè"",""Tính năng"":""Làm mát, khô nhanh"",""Hoàn cảnh"":""Đánh Tennis, Chơi Golf, Tập luyện"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ 2 nút"",""Kiểu áo thun"":""Athletic Fit""}",null,850.000 đ
Áo thun polo thể thao nam Adidas 3 sọc dọc vai chuyên dụng đánh golf vải siêu nhẹ kháng khuẩn,Áo thun,Adidas,"{""Danh Mục"":""Áo thun polo"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Sợi Poly tổng hợp cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao chuyên nghiệp"",""Mẫu"":""3 sọc đặc trưng ở vai"",""Mùa"":""Bốn mùa"",""Tính năng"":""Kháng khuẩn, siêu nhẹ, chống tia UV"",""Hoàn cảnh"":""Chơi Golf, Sự kiện thể thao"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ giấu cúc"",""Kiểu áo thun"":""Regular Fit""}",null,1.150.000 đ
Áo thun thể thao nam tập Gym Cotton Oversize Comfort Washed Coolmate,Áo thun ,Coolmate,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""95% Cotton, 5% Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn / Hiệu ứng Washed"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thấm hút tốt, Thoáng mát, Co giãn 4 chiều, Mềm mại"",""Hoàn cảnh"":""Tập Gym, Chạy bộ, Mặc hàng ngày, Đi chơi"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Oversize""}",https://shopee.vn/%C3%81o-thun-th%E1%BB%83-thao-nam-t%E1%BA%ADp-Gym-Cotton-Oversize-Comfort-Washed-th%E1%BA%A5m-h%C3%BAt-tho%C3%A1ng-m%C3%A1t-co-gi%C3%A3n-Coolmate-i.24710134.40901369742,270.000đ
"Áo thun thể thao nam ProMax S1 Coolmate thoáng khí, thấm hút tốt",Áo thun ,Coolmate,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""100% Polyester"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thoáng khí, Thấm hút tốt, Nhanh khô"",""Hoàn cảnh"":""Tập Gym, Chạy bộ, Pickleball, Tennis"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Regular fit""}",https://shopee.vn/%C3%81O-THUN-th%E1%BB%83-thao-nam-ProMax-S1-%C3%A1o-t%E1%BA%ADp-Gym-ch%E1%BA%A1y-b%E1%BB%99-Pickleball-Tennis-tho%C3%A1ng-kh%C3%AD-th%E1%BA%A5m-h%C3%BAt-t%E1%BB%91t-Coolmate-i.24710134.14879912587?extraParams=%7B%22display_model_id%22%3A48714175571%2C%22model_selection_logic%22%3A3%7D,160.000đ
Áo thể thao nam Guzado Vải Coolmax dệt lỗ kim thoáng khí mau khô GTS04,Áo thun ,GUZADO,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Vải Coolmax dệt lỗ kim"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, Mau khô, Co giãn"",""Hoàn cảnh"":""Chạy bộ, Gym, Thể thao"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Slim fit""}",https://shopee.vn/product/201774917/15165601749,139.000đ
Áo Bóng Chày Teelab Kẻ Sọc Jersey Striped Shirt Form Rộng Local Brand Unisex SS080,Áo thun ,Teelab,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Vải Jersey thoáng mát"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Thể thao, Năng động, Unisex"",""Mẫu"":""Kẻ sọc (Striped)"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Form rộng (Oversize), Mềm mát, Thấm hút mồ hôi, Đứng form"",""Hoàn cảnh"":""Đi chơi, Dạo phố, Thể thao, Hằng ngày"",""Chiều dài tay áo"":""Tay lỡ"",""Kiểu cổ áo"":""Cổ chữ V (V-neck)"",""Kiểu nút"":""Nút cài trước""}",https://shopee.vn/%C3%81o-B%C3%B3ng-Ch%C3%A0y-Teelab-K%E1%BA%BB-S%E1%BB%8Dc-Jersey-Striped-Shirt-Form-R%E1%BB%99ng-Local-Brand-Unisex-SS080-i.308542026.43903150094?extraParams=%7B%22display_model_id%22%3A260261083064%2C%22model_selection_logic%22%3A3%7D&sp_atk=59cab897-39b2-48dd-9a87-9ad93f208217&xptdk=59cab897-39b2-48dd-9a87-9ad93f208217,390.000đ
Áo Jersey Teelab Athletics No.07 Vải Thể Thao Thoáng Mát Form Oversize Local Brand Unisex TS347,Áo thun,Teelab,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Vải thể thao thoáng mát (Jersey)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Thể thao, Năng động, Unisex"",""Mẫu"":""In số No.07 / Thể thao"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Form Oversize rộng rãi, Mềm mát, Thấm hút mồ hôi, Khô nhanh"",""Hoàn cảnh"":""Đi chơi, Thể thao, Dạo phố, Hằng ngày"",""Chiều dài tay áo"":""Tay lỡ"",""Kiểu cổ áo"":""Cổ tròn""}",https://shopee.vn/%C3%81o-Jersey-Teelab-Athletics-No.07-V%E1%BA%A3i-Th%E1%BB%83-Thao-Tho%C3%A1ng-M%C3%A1t-Form-Oversize-Local-Brand-Unisex-TS347-i.308542026.44169406762?extraParams=%7B%22display_model_id%22%3A291589912705%2C%22model_selection_logic%22%3A3%7D&sp_atk=c34b5b3c-83f0-4f59-ba3c-be53d72434d0&xptdk=c34b5b3c-83f0-4f59-ba3c-be53d72434d0,250.000đ
Áo Thun Thể Thao Nam VIMAX Cao Cấp Vải Lạnh Siêu Mát VM01,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Thun lạnh (95% Poly, 5% Spandex)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, mát lạnh, co giãn 4 chiều"",""Hoàn cảnh"":""Tập Gym, Chạy bộ"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Slimfit""}",null,149.000 đ
Áo Thun Thể Thao Nam VIMAX Chuyên Dụng Chạy Bộ Thấm Hút Tốt VM02,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Polyester"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao chuyên nghiệp"",""Mẫu"":""In Logo phản quang"",""Mùa"":""Mùa hè"",""Tính năng"":""Nhanh khô, thấm hút mồ hôi, phản quang"",""Hoàn cảnh"":""Chạy bộ, Đạp xe"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Basic""}",null,159.000 đ
Áo Thun Thể Thao Nam VIMAX Sát Nách Vải Mesh Thoáng Khí VM03,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Vải Mesh lỗ kim"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Mạnh mẽ, Khỏe khoắn"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Siêu nhẹ, cực kì thoáng khí"",""Hoàn cảnh"":""Tập thể hình, Bóng rổ"",""Chiều dài tay áo"":""Sát nách (Tanktop)"",""Kiểu cổ áo"":""Cổ tròn rộng"",""Kiểu áo thun"":""Tanktop"",""Rất lớn"":""Có""}",null,129.000 đ
Áo Thun Thể Thao Nam VIMAX Dài Tay Chống Nắng Đạp Xe VM04,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Spandex chống UV"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao ngoài trời"",""Mẫu"":""Phối màu cánh tay"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chống tia UV, bó cơ nhẹ"",""Hoàn cảnh"":""Đạp xe, Trekking, Chạy trail"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Bodyfit""}",null,189.000 đ
Áo Thun Thể Thao Nam VIMAX Kháng Khuẩn Không Mùi Tôn Dáng VM05,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Cotton pha sợi tre"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Mặc hàng ngày"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Kháng khuẩn, khử mùi tự nhiên, mềm mại"",""Hoàn cảnh"":""Tập Yoga, Mặc nhà, Dạo phố"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ chữ V"",""Kiểu áo thun"":""Regular Fit""}",null,175.000 đ
